ID,EC50,ION_ACTIVITY,ACTUAL_200,ACTUAL_500,ACTUAL_1000,M2_200_90,M5_500_40,M5_500_130,M5_500_250,M5_1000_210,LOGC_500,SMILE
MMV396663,1.02,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.036814768,0.002514942,0.000560134,0.00122924,0.000132651,0.007006435,c1(C(c(cccn2)c2)N3CCC(CC3)Cc4ccccc4)c(C)c(C)sc1NC(=O)c5ccco5
MMV396664,0.615,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.999787867,0.00291159,0.000678713,0.001151333,0.999992967,0.075906123,c1(C(OCC)=O)c(cc(cc2)OC(=O)c(cc3OC)cc(OC)c3OC)c2n(c4ccccc4)c1C
MMV396665,0.898,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.692732215,0.001959844,0.000633348,0.001339348,0.999992967,0.034987264,c1(sc(cc2c(c3CC2)c4ccc3)c4n1)NC(=O)c(cc5OC)cc(OC)c5OC
MMV396669,1.07,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.061860327,0.002868301,0.000698531,0.999991536,6.44E-05,0.00917007,n1c(cc(C)nc1Nc(cc2)ccc2NC(CCc3ccccc3)=O)N4CCCC4
MMV396672,0.433,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.011220105,0.999994755,1,1,0.999968171,0.919796067,C(F)(F)(F)c(cc1)ccc1C(=O)NCC(N2CCCCCC2)c(ccs3)c3
MMV396678,0.218,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.028211497,0.999953389,1,0.999997616,0.999997616,0.918444055,c1(cc(c2ccccc2)n3)n3ccnc1SCC(=O)Nc(c(Cl)ccc4C(F)(F)F)c4
MMV396679,0.0899,INACTIVE,ACTIVE,ACTIVE,ACTIVE,0.999664783,0.999966502,1,1,0.999998569,0.958174796,c1(cc(c2ccc(OC)cc2)n3)n3ccnc1SCC(=O)Nc(c(Cl)ccc4C(F)(F)F)c4
MMV396680,0.0928,INACTIVE,ACTIVE,ACTIVE,ACTIVE,0.667288721,0.999987245,1,1,0.999999881,0.993298508,c1(cc(c2ccc(C)cc2)n3)n3ccnc1SCC(=O)Nc(c(Cl)ccc4C(F)(F)F)c4
MMV396681,0.959,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.004080856,0.002078355,0.000567901,0.001170895,0.999904156,0.035072168,n1(nc(C)cc1NC(=O)c(cccc2C(F)(F)F)c2)c3scc(c(ccc(OCO4)c45)c5)n3
MMV396693,0.296,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.001624263,0.994435191,1,0.999998331,0.999998689,0.899904068,[n+]1(C)c2c(cccc2)nc(ccc(NCCO)c3)c13
MMV396703,0.406,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.997426927,0.996128321,0.999999881,1,0.999957204,0.802026635,c12c(ncnc1NCCN(CC)CC)c3c(ccc(Cl)c3)[nH]2
MMV396704,1.19,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.999663591,0.0025082,0.000511472,0.999928355,3.83E-05,0.02545196,c12c(ncnc1N(CC3)CCN3C)c4c(ccc(Cl)c4)[nH]2
MMV396705,1.39,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.147786319,0.002071881,0.000671909,0.004184961,8.77E-05,0.017658643,c12c(C(=O)N(C)C(=O)N1C)n(Cc3cccc(OC)c3)c(Oc4ccccc4)n2
MMV396715,1.73,ACTIVE,INACTIVE,INACTIVE,INACTIVE,0.025047256,0.00227294,0.000952899,0.003039976,5.73E-06,0.034950858,n1(c2c(cccc2)n3)c3c4c(cccc4)NC1(C)c5ccccc5
MMV396717,0.916,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.145505592,0.003468384,0.000864401,0.003187855,0.99999547,0.018343517,c([nH]nc1c2c(O)cc(C)c(Cl)c2)(C3=O)c1C(c4ccccc4F)N3CCc(cc5)ccc5OC
MMV396719,1.15,ACTIVE,INACTIVE,INACTIVE,INACTIVE,0.043660756,0.002846271,0.001001766,0.014119719,1.58E-05,0.017139111,n1(c2c(cccc2)n3)c3c4c(cccc4)NC1(C)c5cccc(OC)c5
MMV396723,1.24,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.004395019,0.002120733,0.000719642,0.007876942,6.88E-05,0.00422068,N1(CC(=O)c(ccc(Cl)c2Cl)c2)c3c(cccc3)N(CCN4CCCCC4)C1=N
MMV396726,1.16,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.129979104,0.003370875,0.000813979,0.00237631,2.01E-06,0.022473676,c1(C#N)nc(Cc2cccc(cccc3)c23)oc1N(CC4)CCN4C(c5ccccc5)c6ccccc6
MMV396736,1.06,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.140764669,0.002539622,0.0007732,0.00106188,0.000207024,0.019742044,n(CC(CNCC1CCCO1)O)(c2c3cc(Cl)cc2)c4c3cc(Cl)cc4
MMV396744,0.832,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.005420783,0.002458313,0.000663439,0.005597553,0.999982357,0.032346774,n1(CCc2ccccc2F)c3c(nc4c(cccc4)n3)c(C(=O)NCC(C)C)c1N
MMV396749,0.928,ACTIVE,INACTIVE,INACTIVE,ACTIVE,0.008891259,0.002196779,0.000828792,0.001742296,0.999999762,0.03166267,C12(Nc(cccc3)c3c4n1c5c(cccc5)n4)C(=O)Nc(ccc(OC)c6)c26
MMV396770,1.33,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.008484894,0.002714043,0.000484376,0.001096185,1.86E-06,0.016666701,c(n1)(nc(NNC(=O)c(cc2)ccc2)cc1N(CCC3)C3)N(C4)CCC4
MMV396794,1.16,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.10688173,0.002149103,0.000673211,0.006480786,8.95E-06,0.036633056,c1(Cl)c(ccc(Cl)c1)OCC(O)CNC(C)(C)CC(C)(C)C
MMV396797,0.477,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.00688072,0.999530077,0.999991655,1,0.999784052,0.865571528,n1(nc(C)c2c3ccc(OC)c(OC)c3)c2ncc(C#N)c1N
MMV403679,0.929,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.995906234,0.003050031,0.000490371,0.020237632,0.999996424,0.031920842,c1(c(cnn1c2cccc(C)c2)C(=O)N3)N=C3n4nc(C)cc4NC(=O)c5cc(cccc6)c6o5
MMV498479,1.663,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.000995754,0.001992028,0.000403187,0.00078151,8.96E-06,0.098804023,CCOC(=O)c1cnc2c(CC)cccc2c1O
MMV638723,0.385,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.001109549,0.998609126,1,0.999991298,0.99997437,0.9165131,N1(C=CC(N)=NC1=O)C2O[C@@H]([C@@H](O)[C@H]2O)CO
MMV645672,0.89,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.010888459,0.002891527,0.000780394,0.001090183,0.999998212,0.011134402,C12=C(c3c(cccc3)C1=O)Nc4c(cccc4)SC2c5ccccc5
MMV665782,0.0423,INACTIVE,ACTIVE,ACTIVE,ACTIVE,0.997799814,0.999710143,0.999999285,0.999987006,0.999832749,0.876382312,COc1ccc2nccc(C(O)C3CC4(CCN3CC4)C=C)c2c1
MMV665783,0.0338,INACTIVE,ACTIVE,ACTIVE,ACTIVE,1,0.999542356,0.999992251,0.999995351,0.999922395,0.966046227,CCN(CC)CCCNc1ccnc2cc3ccccc3cc12
MMV665785,0.161,INACTIVE,ACTIVE,ACTIVE,ACTIVE,0.981249869,0.996389449,0.999997973,1,0.999980569,0.852552765,CC(C)(C)c1ccc(O)c(CNC2CCCCC2)c1
MMV665786,0.846,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.182503536,0.002172073,0.000706011,0.002783425,0.999981523,0.007086948,Clc1ccc2OC(=O)C=C(NC3CCN(CCCc4ccccc4)CC3)c2c1
MMV665789,0.603,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.130743638,0.002362469,0.000636756,0.001314884,0.999919057,0.045790123,CC(NCc1ccccc1)c2cc(Cl)ccc2O
MMV665794,0.313,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.000528538,0.997152686,0.999999285,0.999999404,0.999981761,0.810979829,FC(F)(F)c1cccc(Nc2nc3ccccc3nc2Nc4cccc(c4)C(F)(F)F)c1
MMV665796,1.43,ACTIVE,INACTIVE,INACTIVE,INACTIVE,0.041462071,0.002859978,0.000541737,0.000833898,2.40E-05,0.01017751,CCOc1cc(Br)c(cc1OCC)C(C)NC(=O)c2cccc(OC)c2
MMV665797,0.584,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.905771673,0.002643332,0.000451007,0.003765571,0.999997735,0.025667488,CCCCOC(=O)c1ccc(Nc2cc(C)nc3ccc(OC)cc23)cc1
MMV665798,0.801927711,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.001174117,0.002115041,0.000651968,0.001321864,0.999999762,0.039084421,FC(F)(F)c1cccc(Nc2nc(nc3ncccc23)c4ccccc4)c1
MMV665799,0.822437414,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.007966569,0.002566248,0.000557876,0.000982514,0.999996901,0.010953559,COc1ccc(cc1)C(=O)Nc2ccc(Cl)cc2C(=O)Nc3ccncc3
MMV665800,1.37,ACTIVE,INACTIVE,INACTIVE,INACTIVE,0.025212655,0.002418505,0.000607013,0.001184923,7.31E-05,0.010708577,CCOc1cc(Cl)c(cc1OCC)C(C)NC(=O)c2ccccc2
MMV665803,0.728,ACTIVE,INACTIVE,INACTIVE,ACTIVE,0.107836448,0.002474555,0.000554576,0.000810874,0.999351919,0.008196093,CCOc1cc(Cl)c(cc1OCC)C(C)NC(=O)c2cccc(OC)c2
MMV665805,0.117,ACTIVE,ACTIVE,ACTIVE,ACTIVE,0.896159232,0.999032617,0.999980211,0.999999762,0.999916911,0.77027569,CCOc1ccc(cc1OCC)c2nonc2NC(=O)c3cccc(C)c3
MMV665806,0.769,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.717890739,0.002660577,0.000912594,0.002863368,0.99985683,0.041998128,CC1CCCCC1NCC(O)Cn2c(C)c(C)c3ccccc23
MMV665807,0.9733,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.003122431,0.002324612,0.000474806,0.001162137,0.999994516,0.043301986,Oc1ccc(Cl)cc1C(=O)Nc2cccc(c2)C(F)(F)F
MMV665809,1.4809,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.003743892,0.002380088,0.000753118,0.001856629,1.63E-06,0.004569099,Oc1ccc(Br)cc1CN2CCN(Cc3ccc(Cl)cc3)CC2
MMV665810,1.01,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.033682954,0.002098005,0.000496119,0.002142641,1.21E-05,0.009853763,O=C(Nc1cccc(c1)C2=NCCN2)Nc3cccc(c3)C4=NCCN4
MMV665812,2.1685,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.589195371,0.001974883,0.000605378,0.001268319,7.22E-05,0.028233224,CCc1ccc(CNCC(O)c2ccccc2)cc1
MMV665813,2.7659,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.007916739,0.002694655,0.000594154,0.002421118,0.000135271,0.0112805,CCOC(=O)c1cnc2ccc(OC)cc2c1NCc3ccccc3
MMV665814,1.01,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.998783052,0.003236243,0.000709043,0.002547548,5.47E-07,0.018409898,Oc1c(ccc2cccnc12)C(Nc3ccccn3)c4cccc(Oc5ccccc5)c4
MMV665817,4.4176,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.61316824,0.002586645,0.000636357,0.001791704,7.43E-05,0.010350063,CC(C)(C)CC(C)(C)NCC(O)COc1ccc2CCCc2c1
MMV665820,0.52,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.000941883,0.002523965,0.000524297,0.001030284,1,0.066132342,COc1ccc2C(=O)C=C(Oc2c1)C(Cl)(Cl)Cl
MMV665824,0.00692,INACTIVE,ACTIVE,ACTIVE,ACTIVE,0.999981642,0.999095559,0.999992728,1,0.999959826,0.809882707,Cn1c(nc2ccccc12)C(=O)c3cccc4ccccc34
MMV665826,1.09,ACTIVE,INACTIVE,INACTIVE,INACTIVE,0.999970198,0.001997178,0.000680216,0.002314359,3.26E-05,0.026461995,COc1cccc(NC(=O)Cn2c(C)c(C#N)c3ccccc23)c1
MMV665827,0.119,INACTIVE,ACTIVE,ACTIVE,ACTIVE,0.985832095,0.999841571,1,1,0.999997139,0.944346331,CCOC(=O)C1=CN(CC)c2cc(N3CCCCC3)c(F)cc2C1=O
MMV665830,1.005,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.025000252,0.002017643,0.000717747,0.000958829,3.28E-05,0.072797702,CC1CC2=C(CC1CNCCCN(C)C)C(C)(C)CCC2
MMV665831,0.205,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.48967725,0.999740779,1,1,0.999897838,0.892131694,CCOC(=O)c1c(NC(=O)c2ccccc2)sc3c(O)c(CN(CC)CC)ccc13
MMV665836,0.551,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.19572781,0.002498424,0.000710519,0.001498716,0.999993443,0.050803803,COc1ccc(C=C2SC(=NC2=O)Nc3ccccc3)cc1
MMV665840,0.838,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.001213354,0.002826916,0.000595659,0.014766131,0.999954939,0.018874599,Clc1ccc(cc1Cl)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3
MMV665841,0.146,INACTIVE,ACTIVE,ACTIVE,ACTIVE,0.999973893,0.993227065,0.999994874,1,0.999999642,0.901511881,CCCc1cc(O)c2C3=C(CN(C)CC3)C(=O)Oc2c1
MMV665843,0.628,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.000266279,0.002474688,0.000441551,0.000547017,0.999957323,0.067465405,Oc1c2CCCCc2nc3ccccc13
MMV665850,0.921,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.310215056,0.002301686,0.000646821,0.002636805,0.999986649,0.032924829,Oc1ccc(Cl)cc1CNc2nc3ccccc3[nH]2
MMV665852,1.16,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.253499717,0.002101624,0.000552928,0.003189902,5.87E-05,0.043375013,Clc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1Cl
MMV665857,1.654,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.365827531,0.001688964,0.000934863,0.007934964,2.67E-05,0.008500934,CCOc1c(Cl)cc(CNC(C)C(O)c2ccccc2)cc1OC
MMV665864,0.706,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.011931858,0.00234146,0.000639899,0.002053907,0.999886513,0.055040948,CCCCNc1nc(NC(C)(C)C)nc(NC(C)(C)C)n1
MMV665874,0.00671,INACTIVE,ACTIVE,ACTIVE,ACTIVE,0.059053898,0.998483241,1,1,0.999846935,0.977874121,Cc1cc(Nc2ccc(C)c(Cl)c2)n3nc(nc3n1)C(F)(F)F
MMV665875,0.545,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.999943376,0.001638015,0.000770047,0.006239402,0.999948978,0.090780605,CN1C(=O)N(C)c2cc(CNCCNc3ccnc4cc(Cl)ccc34)ccc12
MMV665876,0.259,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.002635973,0.999354184,0.999999881,0.999999285,0.999898672,0.889987556,CCC(c1ccccc1)c2nn3c(nnc3s2)c4cccs4
MMV665878,0.139,ACTIVE,ACTIVE,ACTIVE,ACTIVE,1,0.999964952,0.999998927,1,1,0.913023497,COc1cccc(NC(=O)[C@H](C(C)C)N2C(=O)Nc3ccccc3C2=O)c1
MMV665879,0.281735117,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.2146485,0.999688148,1,1,0.999978781,0.86728662,CC(C)(C)C(=O)Nc1ccc(cc1)C(=O)Nc2cccc(c2)c3nc4ccccc4[nH]3
MMV665881,1.06,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.519041896,0.002063031,0.00067687,0.001813936,2.75E-06,0.016153441,COc1ccc(CNC(=O)C2=CC3=C(N=C4C=CC=CN4C3=O)N(CCc5ccccc5)C2=N)cc1
MMV665882,0.466,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.001595545,0.997898817,0.999999285,0.999996543,0.999963403,0.872171942,OC(CNC1CCCCC1)Cn2c3ccc(I)cc3c4cc(I)ccc24
MMV665883,0.745,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.006989189,0.002948835,0.000535361,0.003192286,0.999875069,0.090966,O=C(Nc1cccc(c1)C(=O)Nc2cccc(c2)c3nc4ccccc4[nH]3)c5occc5
MMV665886,1.03,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.004679694,0.002730163,0.00066342,0.001282229,1.65E-05,0.028160933,CC(Oc1ccc(NC(=O)c2cccs2)cc1)C(=O)c3ccc(Cl)cc3
MMV665888,0.798516352,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.005985219,0.002515708,0.000628573,0.000822437,0.99998498,0.000734489,Oc1ccccc1NC(=O)c2ccc(Oc3cccc(c3)C(=O)Nc4ccccc4O)cc2
MMV665890,0.806394498,ACTIVE,INACTIVE,INACTIVE,ACTIVE,0.090680189,0.002345922,0.001277601,0.229570001,0.999924541,0.097438406,COc1ccc(cc1OC)c2nonc2NC(=O)c3cccc(C)c3
MMV665891,1.07,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.008356976,0.002705864,0.00062519,0.004407671,1.40E-06,0.04907035,c1ccc(cc1)c2ccc(cc2)c3nc4ccccc4[nH]3
MMV665894,0.536,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.01834544,0.002051286,0.000542206,0.005635609,0.999860644,0.061545118,CC(=O)c1sc(NC(=O)Nc2ccc(C)cc2C)nc1C
MMV665897,0.926836704,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.000147833,0.002288133,0.000524409,0.005132423,0.999812067,0.03819277,COc1ccc2nc(N)nc(C)c2c1
MMV665898,1.22,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.089626588,0.001982083,0.000856132,0.023275459,2.76E-07,0.006624264,COc1cc(cc(OC)c1OC)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3
MMV665899,1.019766606,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.009560429,0.002408228,0.000674465,0.000962627,5.41E-05,0.021310879,Fc1ccccc1C(=O)N(Cc2ccc(Cl)cc2)c3ccccn3
MMV665901,1.36,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.064979389,0.002295995,0.000661661,0.002428998,6.23E-06,0.016446148,Brc1ccc(cc1)c2oc(cc2)C(=O)Nc3ccc(CN4CCOCC4)cc3
MMV665902,0.893,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.01067376,0.002453431,0.000572287,0.463533521,0.999967337,0.001411424,OC(CN1C(=N)N(CCN2CCCCC2)c3ccccc13)c4cccc(Br)c4
MMV665904,1.455710512,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.000294307,0.002319591,0.000560308,0.002093673,6.69E-06,0.018300094,COCCN1C(=Nc2ccccc2C1=O)C
MMV665906,0.535,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.002991521,0.001553581,0.000496767,0.000980067,0.999988556,0.055201601,Cc1ccc(c(O)c1)c2cc([nH]n2)C(=O)Nc3ccc(cc3)S(=O)(=O)N4CCCCC4
MMV665908,4.2758,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.936833322,0.002616134,0.000669225,0.00240465,5.17E-05,0.022568251,COc1ccc(cc1)N2CCN(CC2)C(CNC(=O)CC(C)(C)C)c3ccc4OCOc4c3
MMV665909,1.36,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.004696535,0.001395266,0.000641079,0.000666398,0.00046115,0.075016489,Brc1ccccc1C(=O)Nc2nc(cs2)c3ccccn3
MMV665913,15,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.123186007,0.002238463,0.000988619,0.004206178,2.33E-06,0.032678966,CCOc1ccc(cc1)c2nc(NC(=O)c3cccc(c3)S(=O)(=O)C)sc2C
MMV665914,15,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.112674184,0.002323919,0.00072374,0.00121627,0.000183396,0.007524286,COc1ccccc1N2CCN(CC2)C(CNS(=O)(=O)c3ccc(Cl)cc3)c4cccnc4
MMV665915,0.448,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.5056988,0.999480903,1,1,0.999940872,0.932076655,COc1ccc(cc1)c2nc(NC(=O)CS(=O)(=O)c3ccc(F)cc3)sc2C
MMV665916,0.0726,INACTIVE,ACTIVE,ACTIVE,ACTIVE,1,0.999444902,1,1,0.999987721,0.923509797,COc1ccccc1CNC(=O)CCN2C(=O)Nc3ccccc3C2=O
MMV665917,2.063,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.573865831,0.00244958,0.000524401,0.00105949,1.95E-05,0.001006133,Clc1ccc(NC(=O)N2CCN(CC2)c3ccc4nncn4n3)cc1
MMV665918,2.107,ACTIVE,INACTIVE,INACTIVE,INACTIVE,0.002224354,0.002324224,0.000602671,0.001467737,5.27E-05,0.003579572,Fc1cccc(c1)c2nnc3ccc(SCC(=O)Nc4ccc5OCOc5c4)nn23
MMV665923,0.1343,INACTIVE,ACTIVE,ACTIVE,ACTIVE,0.786201477,0.999683499,1,1,0.999982357,0.915315029,FC(F)(F)c1cccc(c1)N2N=Nc3ccccc3C2=N
MMV665924,1.06,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.006280619,0.002583699,0.000667612,0.000991079,0.00011526,0.009572769,COc1ccc(cc1)C(=O)C2CC2c3ccc(Cl)cc3
MMV665927,0.555,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.002358505,0.002213079,0.000551903,0.00080102,0.999887109,0.047490349,ClCC(=O)NCCOc1ccc(Cl)cc1Cl
MMV665928,0.642,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.056411985,0.002453687,0.000581859,0.001069893,0.999937892,0.011212787,CCC(C)NCC(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2
MMV665929,0.843,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.217621997,0.002163705,0.000680356,0.001633924,0.999978065,0.006184706,CCCCNCC(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2
MMV665934,1.07,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.005454544,0.003010295,0.000720053,0.000631248,2.31E-07,0.114576312,Brc1ccc(cc1)c2cc3C(=O)c4ccccc4c3nn2
MMV665935,4.206108609,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.007397501,0.002024363,0.000455363,0.000595175,1.57E-05,0.094098343,FC(F)(F)c1ccc(Nc2nnnc3ccccc23)cc1
MMV665936,8.4,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.443114489,0.002223433,0.000752491,0.002499364,1.10E-05,0.025676983,Cc1ccc(cc1)S(=O)(=O)c2c(COC(=O)c3cccc(C)c3)c(nn2C)c4ccccc4
MMV665939,1.212805539,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.010289311,0.004814592,0.000691976,0.000875911,5.22E-05,0.028020705,Fc1ccc(cc1)C(=O)Nc2ccsc2C(=O)NC3CCCCC3
MMV665940,0.56,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.045624077,0.002604414,0.000912511,0.001188016,0.999989033,0.082284002,CCOc1ccc(C=CC2=NC(=O)c3ccccc3O2)cc1
MMV665941,0.255,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.999999404,0.993553281,0.999993682,0.999910355,0.999978542,0.872657116,CN(C)c1ccc(cc1)C(O)(c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C
MMV665943,1.42,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.003814423,0.002770656,0.000916386,0.679123521,4.33E-08,0.100443952,Nc1ccc(cc1)c2nc3cc(Cc4ccc5[nH]c(nc5c4)c6ccc(N)cc6)ccc3[nH]2
MMV665944,1.08,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.507915854,0.002643245,0.000705661,0.001670822,1.97E-05,0.008656143,COc1ccc(CN2CCN(Cc3ccccc3)CC2)c(O)c1
MMV665946,1.16,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.154399022,0.002279219,0.000801249,0.003144266,4.39E-06,0.036819222,CC(=CCN1CCC(CC1)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3)C
MMV665948,2.4589,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.021853188,0.002123047,0.000568246,0.001875004,0.000134873,0.005050661,Oc1ccccc1NC(=O)c2oc(cc2)c3ccc(Cl)cc3Cl
MMV665949,2.4733,ACTIVE,INACTIVE,INACTIVE,INACTIVE,0.001728044,0.002002689,0.000548841,0.000864518,8.63E-06,0.049080606,Oc1ccc(cc1)C(=C(Cl)Cl)c2ccc(O)cc2
MMV665953,2.06,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.013152328,0.002145553,0.000595427,0.002299574,2.75E-05,0.042816194,Fc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1Cl
MMV665954,1.72,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.0035166,0.002433699,0.00053765,0.000582698,0.000106252,0.015495448,O=C(NCC1Cc2cccc(c2O1)c3ccncc3)c4csc5CCCCc45
MMV665961,15,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.999995232,0.003123348,0.00048193,0.000847078,8.70E-05,0.020408985,CCN(CC)CCCNc1nc(nc2ccccc12)c3ccc(Cl)cc3
MMV665969,0.393,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.005243802,0.999491572,1,0.999999166,0.999950171,0.876693707,COc1cccc(c1)C(=O)NC(c2ccc(C)cc2)c3cc(Cl)c4cccnc4c3O
MMV665971,0.489,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.999999285,0.999814093,1,0.999999762,0.999995947,0.920736595,CCOC(=O)C1=C(C)N=C2SC(=Cc3cc(Cl)ccc3O)C(=O)N2C1c4ccc(OC)cc4
MMV665972,1.14,INACTIVE,INACTIVE,INACTIVE,INACTIVE,0.061827444,0.002503813,0.000596798,0.001716962,2.82E-09,0.040511887,Oc1ccc2ccccc2c1C(NC(=O)Cc3ccccc3)c4ccc(Cl)cc4
MMV665977,0.205,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.999982119,0.999791086,1,1,0.999977946,0.977693915,CCOC(=O)C1=CN(CC)c2cc(N(C)CCc3ccc(OC)c(OC)c3)c(F)cc2C1=O
MMV665979,0.685,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.004735445,0.002675608,0.000644464,0.000985228,1,0.028045638,FC(F)(F)c1cccc(CNC2CCN(CCc3ccccc3)CC2)c1
MMV665980,0.2108,INACTIVE,INACTIVE,ACTIVE,ACTIVE,0.044794012,0.998124897,0.999999881,1,0.999876261,0.936353155,OC1CCCCC1C2(CCCCC2)NC(=S)Nc3ccccc3
MMV665987,0.534,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.015206834,0.002120481,0.000599554,0.001503851,0.99997592,0.050961801,CCCCCCc1cc(O)c2C3=C(CCC(C)C3)C(=O)Oc2c1
MMV665994,0.8355,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.001898996,0.002851396,0.000478274,0.001655526,0.999985695,0.051683237,Cc1nc2ccccc2c(O)c1CC=C(Cl)Cl
MMV666009,0.994,INACTIVE,INACTIVE,INACTIVE,ACTIVE,0.003515351,0.002025149,0.000621521,0.001980728,0.999825776,0.01434845,CN1C(N(C)c2ccccc12)c3ccc4OCOc4c3
