ID, ACTUAL,LOGC_ACTIVE,LOGC_INACTIVE,LOGC_PARTIAL,D840_ACTIVE,D840_INACTIVE,D840_PARTIAL,D540_ACTIVE,D540_INACTIVE,D540_PARTIAL,D_ACTIVE,D_INACTIVE,D_PARTIAL,M1_ACTIVE,M1_INACTIVE,M1_PARTIAL,M5_ACTIVE,M5_INACTIVE,M5_PARTIAL,TOP_ACTIVE,TOP_INACTIVE,TOP_PARTIAL,MACC_ACTIVE,MACC_INACTIVE,MAC_PARTIAL,META_ACTIVE,META_INACTIVE,META_PARTIAL,SMILE,,,,,,,ID, Actual_Class
MMV665831, INACTIVE,0.024646098,0.974822444,0.000531458,0.167871177,0.83183831,0.000290417,0.288469255,0.707370698,0.004160022,0.008350676,0.99130708,0.000342284,0.238000035,0.495236963,0.266763002,0.215017945,0.545917153,0.239064917,0.303970039,0.372814476,0.323215514,0.315968454,0.354589134,0.329442441,6.23E-14,1,9.67E-289, CCOC(=O)c1c(NC(=O)c2ccccc2)sc3c(O)c(CN(CC)CC)ccc13,,,,,,,MMV007275, ACTIVE
MMV665824, INACTIVE,0.033928465,0.965615491,0.000456044,0.164699212,0.835101247,0.000199508,0.329156369,0.668127418,0.002716262,0.478927165,0.503778219,0.017294519,0.237947062,0.495511413,0.266541451,0.230759069,0.519495666,0.24974525,0.304941535,0.369891018,0.325167507,0.328781754,0.341331333,0.329886913,1.43E-18,1,0.00E+00, Cn1c(nc2ccccc12)C(=O)c3cccc4ccccc34,,,,,,,MMV007285, INACTIVE
MMV666072, INACTIVE,0.030685437,0.968370728,0.000943835,0.161233827,0.838407397,0.000358829,0.287383795,0.707634985,0.00498122,0.008500264,0.991195798,0.000303859,0.240203828,0.490837038,0.268959135,0.210683644,0.552697003,0.236619338,0.303054214,0.373248845,0.323696941,0.330143332,0.339671254,0.330185473,1.21E-10,1,5.04E-276, COCCNC(=O)c1ccc(OC2CCN(Cc3ccc(F)c(F)c3)CC2)c(Cl)c1,,,,,,,MMV007363, INACTIVE
MMV403679, INACTIVE,0.04485647,0.951439983,0.003703547,0.157442659,0.841436505,0.00112088,0.348003656,0.640750885,0.011245469,0.001091463,0.998848677,5.99E-05,0.234427541,0.500716388,0.2648561,0.207292169,0.558160603,0.234547302,0.30154568,0.369167954,0.329286397,0.342537344,0.322632998,0.334829688,8.56E-12,1,2.74E-248, c1(c(cnn1c2cccc(C)c2)C(=O)N3)N=C3n4nc(C)cc4NC(=O)c5cc(cccc6)c6o5,,,,,,,MMV007374, INACTIVE
MMV396678, INACTIVE,0.020067332,0.977367644,0.002565024,0.148396641,0.850990474,0.000612966,0.30499053,0.687200963,0.007808491,0.003163803,0.996639371,0.000196898,0.274117619,0.43817395,0.287708431,0.20127067,0.568625867,0.230103388,0.309201837,0.369963974,0.32083419,0.335795164,0.334291875,0.329912901,2.76E-16,1,2.56E-278, c1(cc(c2ccccc2)n3)n3ccnc1SCC(=O)Nc(c(Cl)ccc4C(F)(F)F)c4,,,,,,,MMV007384, INACTIVE
MMV396717, INACTIVE,0.067536193,0.930549744,0.001914063,0.147309989,0.851850092,0.000839861,0.296624988,0.695132554,0.008242442,0.003508511,0.996354222,0.000137284,0.268244833,0.448169738,0.283585429,0.252591908,0.484786659,0.262621403,0.312295258,0.361406744,0.326298058,0.336919785,0.328739315,0.3343409,6.18E-06,0.999993825,5.50E-258, c([nH]nc1c2c(O)cc(C)c(Cl)c2)(C3=O)c1C(c4ccccc4F)N3CCc(cc5)ccc5OC,,,,,,,MMV007396, INACTIVE
JFD02381, INACTIVE,0.013646715,0.98595169,0.000401595,0.14608714,0.853807271,0.000105533,0.260861248,0.737268746,0.001869949,0.126948714,0.869072258,0.003979005,0.24115169,0.490139216,0.268709123,0.203424349,0.564935923,0.231639743,0.311298609,0.358397365,0.330303997,0.316115111,0.356236398,0.327648461,8.69E-18,1,8.14E-289, CCOC(=O)COc1cc(c2c(=O)cc(c3ccccc3)oc2c1)O,,,,,,,MMV007430, INACTIVE
HTS04222, INACTIVE,0.03733768,0.961660936,0.001001384,0.143156335,0.856406629,0.000437085,0.508172274,0.479634464,0.012193264,0.006134895,0.993652582,0.000212546,0.241495207,0.489200801,0.269303948,0.21276249,0.549258828,0.237978667,0.30806753,0.365731239,0.326201171,0.314153284,0.356766582,0.329080105,3.20E-12,1,9.13E-288, COc1ccc(c(c1)S(=O)(=O)Nc1ccc2COC(=O)c2c1)OC,,,,,,,MMV007474, INACTIVE
MMV006753, INACTIVE,0.023988764,0.975395851,0.000615385,0.142130628,0.85764581,0.000223601,0.294339925,0.702720523,0.002939615,0.22228463,0.769907594,0.007807858,0.242794245,0.487172902,0.270032793,0.19501318,0.579193056,0.225793794,0.300468802,0.374471247,0.32505995,0.325390607,0.345460355,0.329149067,3.67E-21,1,1.04E-298, CC1=CC(=O)Oc2c1ccc3oc(C(=O)c4ccccc4)c(C)c23,,,,,,,MMV007557, INACTIVE
MMV665883, INACTIVE,0.028165789,0.970916225,0.000917986,0.134080589,0.865621567,0.000297811,0.296242863,0.699021578,0.004735593,0.000514109,0.999457777,2.81E-05,0.241242692,0.489418745,0.269338578,0.202787727,0.56607151,0.231140822,0.305109888,0.371327132,0.323563039,0.325248897,0.344485581,0.330265522,5.64E-20,1,2.45E-283, O=C(Nc1cccc(c1)C(=O)Nc2cccc(c2)c3nc4ccccc4[nH]3)c5occc5,,,,,,,MMV007564, INACTIVE
MMV665948, INACTIVE,0.019018433,0.980433552,0.000548015,0.133498028,0.866393328,0.000108648,0.301709563,0.695784986,0.002505446,0.016365385,0.982937396,0.000697144,0.239174709,0.493503273,0.267322034,0.210816413,0.552514136,0.236669451,0.298794687,0.377261192,0.323944122,0.335883468,0.33076629,0.333350271,4.49E-15,1,5.68E-299, Oc1ccccc1NC(=O)c2oc(cc2)c3ccc(Cl)cc3Cl,,,,,,,MMV007571, INACTIVE
MMV020942, INACTIVE,0.106649063,0.892790633,0.000560305,0.132968932,0.866675794,0.000355264,0.412157059,0.580781579,0.007061343,0.527929425,0.455203116,0.016867476,0.24100773,0.488798201,0.270194054,0.215530857,0.544602215,0.239866838,0.313013703,0.367733598,0.3192527,0.328523129,0.342332363,0.329144448,6.03E-15,1,1.48E-302, CCC(=O)Nc1nnc(Cc2ccc(OC)c(OC)c2)s1,,,,,,,MMV007574, INACTIVE
MMV665971, INACTIVE,0.017116859,0.981559606,0.001323535,0.127749622,0.871899903,0.000350508,0.273815304,0.721214652,0.004970004,0.001676954,0.998205543,0.000117404,0.258907288,0.46420446,0.276888311,0.217322662,0.541667283,0.241010055,0.302607149,0.372724682,0.324668169,0.328936577,0.340514988,0.330548435,1.12E-12,1,6.05E-271, CCOC(=O)C1=C(C)N=C2SC(=Cc3cc(Cl)ccc3O)C(=O)N2C1c4ccc(OC)cc4,,,,,,,MMV007577, INACTIVE
MMV665874, INACTIVE,0.016348357,0.981036619,0.002615024,0.1264842,0.873113275,0.000402524,0.40277493,0.589035511,0.008189561,0.311709791,0.679134667,0.009155565,0.237789258,0.495530903,0.266679764,0.199568585,0.57138896,0.229042485,0.301823676,0.376821339,0.321355015,0.323993534,0.347778618,0.328227848,7.26E-23,1,9.44E-299, Cc1cc(Nc2ccc(C)c(Cl)c2)n3nc(nc3n1)C(F)(F)F,,,,,,,MMV007591, INACTIVE
MMV666093, INACTIVE,0.031755664,0.967387088,0.000857248,0.124761924,0.874904573,0.000333444,0.331555843,0.66127944,0.007164647,0.079336181,0.918102324,0.002561529,0.237976789,0.495672762,0.266350418,0.222526699,0.533026516,0.244446784,0.296889275,0.374643058,0.328467697,0.322920054,0.348954409,0.328125507,4.39E-19,1,3.19E-280, CCCC(N1CCN(CC1)C(=O)c2occc2)c3nnnn3C4CCCCC4,,,,,,,MMV007617, ACTIVE
MMV396632, INACTIVE,0.027890497,0.971814864,0.00029464,0.12462531,0.875263691,0.000111044,0.328309357,0.668670595,0.003019995,0.297867268,0.693077981,0.009054703,0.237421766,0.496236086,0.266342193,0.201481164,0.568229735,0.230289102,0.309312999,0.367524952,0.323162049,0.316576183,0.355646819,0.327777058,1.17E-17,1,7.42E-302, c1(OCC)c(OC)cc(cc1Cl)CN([H])CC(O)c2ccccc2,,,,,,,MMV007654, INACTIVE
MMV665936, INACTIVE,0.01157805,0.98724677,0.00117518,0.124068789,0.875653327,0.00027786,0.259508669,0.73693043,0.003560916,0.002275163,0.9975757,0.000149123,0.238852099,0.494059354,0.267088562,0.194565326,0.5799613,0.225473315,0.302728117,0.375588447,0.321683437,0.326523483,0.34168154,0.331794918,2.40E-15,1,3.52E-277, Cc1ccc(cc1)S(=O)(=O)c2c(COC(=O)c3cccc(C)c3)c(nn2C)c4ccccc4,,,,,,,MMV007686, INACTIVE
MMV396679, INACTIVE,0.031765404,0.965803785,0.002430811,0.121339768,0.878110766,0.000549459,0.274941593,0.717576861,0.007481495,0.002882399,0.996934175,0.000183345,0.267128587,0.450077444,0.282793969,0.203829661,0.56423384,0.231936485,0.309067607,0.372059762,0.31887269,0.338890672,0.331324846,0.329784513,1.75E-13,1,1.46E-273, c1(cc(c2ccc(OC)cc2)n3)n3ccnc1SCC(=O)Nc(c(Cl)ccc4C(F)(F)F)c4,,,,,,,MMV007695, INACTIVE
BTB05965, INACTIVE,0.005984927,0.993240206,0.000774867,0.121128269,0.878762662,0.000109081,0.334669799,0.66202426,0.003305936,0.001767462,0.998121321,0.000111248,0.243822828,0.485581964,0.270595223,0.215720877,0.544448793,0.239830315,0.296764791,0.374073178,0.329162061,0.327299088,0.342312694,0.330388248,1.39E-15,1,1.01E-292, COC(=O)c1c(ccs1)OC(=O)c1cccnc1Oc1ccccc1,,,,,,,MMV007764, INACTIVE
MMV011259, INACTIVE,0.012083193,0.985650519,0.002266288,0.120014034,0.879623711,0.000362332,0.396074563,0.595911145,0.008014281,0.318106264,0.672689974,0.009203749,0.233174697,0.503626585,0.263198674,0.197131112,0.575601041,0.227267876,0.302804828,0.369856715,0.327338457,0.327101171,0.345261931,0.327636957,6.23E-23,1,6.95E-298, n1(n2)c(nc(C)cc1Nc(cc(C)cc3C)c3)nc2C(F)(F)F,,,,,,,MMV007791, INACTIVE
KM08910, INACTIVE,0.035494676,0.963821956,0.000683369,0.119487822,0.880333781,0.000178375,0.397405386,0.59747076,0.005123873,0.299330384,0.691427708,0.009241884,0.236038953,0.498902887,0.26505816,0.203952029,0.564037919,0.232010052,0.314782977,0.360702783,0.32451418,0.313783437,0.359337777,0.326878786,4.46E-19,1,4.80E-298, CCOC(=O)c1cnc2c(c(C)nn2C)c1NNc1ccccc1,,,,,,,MMV007808, INACTIVE
MMV008173, INACTIVE,0.070457041,0.928373824,0.001169135,0.119099744,0.880384743,0.000515544,0.21100539,0.784710765,0.004283848,0.00390698,0.995937824,0.000155141,0.23857893,0.494858623,0.266562432,0.195984215,0.577531576,0.226484179,0.312733114,0.366073787,0.321193099,0.337432891,0.331429064,0.331138074,1.15E-12,1,2.98E-278, COc1cc(OC)cc(c1)N2C(=O)N(Cc3ccc(cc3)C(C)(C)C)c4ccccc4S2(=O)=O,,,,,,,MMV007839, INACTIVE
MMV665977, INACTIVE,0.079557961,0.919049604,0.001392435,0.118300356,0.881102741,0.000596956,0.24841705,0.745222926,0.006360039,0.004823334,0.994982183,0.000194522,0.237108603,0.496965766,0.265925676,0.252405018,0.483459473,0.26413545,0.309348643,0.367157191,0.323494136,0.324596792,0.344473124,0.330930114,1.71E-10,1,4.07E-265, CCOC(=O)C1=CN(CC)c2cc(N(C)CCc3ccc(OC)c(OC)c3)c(F)cc2C1=O,,,,,,,MMV007875, INACTIVE
MMV006188, INACTIVE,0.006037897,0.993418852,0.000543251,0.115665309,0.884241939,9.28E-05,0.297906399,0.699435949,0.00265762,0.002620685,0.997192562,0.000186749,0.241131291,0.489473641,0.269395113,0.221248344,0.535210192,0.243541554,0.303997189,0.369044662,0.32695809,0.315669924,0.358690619,0.325639397,2.52E-22,1,7.79E-295, Clc1ccc(cc1)S(=O)(=O)N2CCC(CC2)C(=O)NCc3occc3,,,,,,,MMV007881, INACTIVE
MMV666123, INACTIVE,0.023218437,0.976235692,0.000545871,0.115651734,0.884195983,0.000152208,0.230560288,0.767336667,0.002103034,0.012155572,0.987435102,0.000409273,0.268807918,0.447208405,0.283983767,0.197235629,0.575491011,0.22727339,0.309082329,0.364177257,0.326740414,0.334235281,0.335077792,0.330686986,4.67E-11,1,1.06E-285, CC(C)(C)c1ccc(cc1)C(=O)Nc2c3CSCc3nn2c4cccc(Cl)c4,,,,,,,MMV007906, INACTIVE
MMV665827, INACTIVE,0.011437971,0.987936294,0.000625735,0.115392253,0.884469509,0.000138236,0.3082546,0.688373744,0.003371636,0.164106578,0.830938578,0.004954859,0.250154048,0.475363463,0.274482429,0.211506024,0.551371336,0.237122655,0.310465872,0.363056511,0.326477647,0.309669971,0.363663822,0.326666147,7.05E-17,1,7.12E-287, CCOC(=O)C1=CN(CC)c2cc(N3CCCCC3)c(F)cc2C1=O,,,,,,,MMV007907, INACTIVE
MMV396652, INACTIVE,0.03507856,0.964115125,0.000806315,0.115306772,0.884340048,0.000353236,0.237546802,0.758790195,0.003662924,0.006685461,0.993081391,0.000233258,0.240314767,0.491421819,0.26826334,0.194744542,0.579700947,0.225554526,0.314560115,0.365130901,0.320308924,0.322096497,0.351967692,0.325935781,1.07E-17,1,2.58E-283, c1(C(c2cccs2)N(CCN3c4ccccc4)CC3)c(C)c(C)sc1NC(c5ccccc5)=O,,,,,,,MMV007977, INACTIVE
MMV665913, INACTIVE,0.017470576,0.982217462,0.000311962,0.110774666,0.889143944,8.14E-05,0.206754714,0.791650474,0.001594814,0.004605298,0.995187163,0.000207518,0.241346359,0.489790648,0.268862993,0.200143129,0.57046777,0.229389101,0.297310978,0.380083054,0.322605938,0.331035167,0.336285383,0.332679451,8.03E-13,1,1.26E-285, CCOc1ccc(cc1)c2nc(NC(=O)c3cccc(c3)S(=O)(=O)C)sc2C,,,,,,,MMV007978, INACTIVE
MMV665928, INACTIVE,0.068189926,0.931217264,0.00059281,0.109267958,0.890490294,0.000241803,0.400211573,0.593492448,0.006295987,0.397789955,0.58843869,0.013771378,0.247452125,0.47858268,0.27396521,0.201288551,0.568507493,0.230203867,0.302882254,0.374101907,0.323015869,0.323114932,0.348698169,0.328186899,4.87E-21,1, 4.30331177528e-321, CCC(C)NCC(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2,,,,,,,MMV008127, INACTIVE
MMV396736, INACTIVE,0.010138699,0.989532878,0.000328423,0.108250178,0.891656041,9.38E-05,0.323953122,0.672614574,0.003432371,0.006818391,0.992845833,0.000335732,0.234216005,0.501291215,0.26449275,0.210940197,0.552369893,0.236689866,0.309877872,0.368245304,0.321876854,0.309614003,0.365202427,0.325183541,1.00E-18,1,2.46E-298, n(CC(CNCC1CCCO1)O)(c2c3cc(Cl)cc2)c4c3cc(Cl)cc4,,,,,,,MMV008138, INACTIVE
MMV007113, INACTIVE,0.045812857,0.952554493,0.00163265,0.107818194,0.891876459,0.000305305,0.259797513,0.736939013,0.003263484,0.009813805,0.989795744,0.000390444,0.248119339,0.478460342,0.273420244,0.203081861,0.565530002,0.231388137,0.304299802,0.373353034,0.322347164,0.313620657,0.35806334,0.328315973,5.82E-20,1, 3.45845952089e-323, c1ccc(cc1)C2=Nc3ccccc3N=C(c4ccccc4)c5ccccc25,,,,,,,MMV008149, INACTIVE
MMV000326, INACTIVE,0.008406924,0.988417158,0.003175918,0.104995631,0.894751668,0.000252681,0.30538106,0.689430654,0.005188349,0.290624052,0.700840473,0.008535432,0.236910671,0.49713704,0.265952259,0.198976442,0.572376072,0.228647485,0.300750256,0.380140424,0.31910935,0.315149486,0.359037787,0.325812727,1.23E-25,1,9.39E-306, Cc1ccc2nc(C)cc(Nc3cccc(c3)C(F)(F)F)c2c1,,,,,,,MMV008160, INACTIVE
MMV020750, INACTIVE,0.017278863,0.982244444,0.000476693,0.103638783,0.896257579,0.000103647,0.265600652,0.732081473,0.002317921,0.004968228,0.994771659,0.000260102,0.238125756,0.495231658,0.26664257,0.201889053,0.567465007,0.230645955,0.306510657,0.364922047,0.328567356,0.320353508,0.349570781,0.330075771,4.93E-22,1,0.00E+00, COc1cc(cc(OC)c1O)c2nc(c3ccccc3)c([nH]2)c4ccccc4,,,,,,,MMV008173, INACTIVE
MMV666125, INACTIVE,0.007519346,0.991668829,0.000811826,0.100993238,0.898912966,9.38E-05,0.292382896,0.7051875,0.00242953,0.004518497,0.99528414,0.000197391,0.243190318,0.485851794,0.270957828,0.197092757,0.575605452,0.227301747,0.306989282,0.364356846,0.328653842,0.320781678,0.35189876,0.327319533,2.03E-15,1,2.45E-296, CC1=C(CC(=O)c2cccc(c2)[N+](=O)[O-])C(=O)c3ccccc3C1=O,,,,,,,MMV008212, INACTIVE
MMV011944, INACTIVE,0.021956299,0.977668837,0.000374863,0.099236988,0.900699854,6.31E-05,0.318918139,0.678886354,0.0021955,0.242290258,0.750454187,0.007255551,0.239170715,0.493359894,0.267469496,0.22009182,0.537112713,0.242795542,0.307234615,0.368969858,0.323795557,0.314700603,0.359035343,0.326264024,5.69E-21,1,6.91E-306, n1c(NCCO)c2c(cccc2)nc1Nc3cccc(OC)c3,,,,,,,MMV008270, INACTIVE
MMV396680, INACTIVE,0.020021893,0.977720302,0.002257805,0.098578513,0.901060164,0.000361329,0.249391705,0.744853973,0.005754364,0.002834651,0.996983826,0.000181517,0.270310849,0.444645345,0.285043776,0.19805941,0.574010134,0.227930531,0.3048594,0.375773668,0.319366962,0.335983396,0.335001528,0.329015017,8.76E-17,1,6.02E-276, c1(cc(c2ccc(C)cc2)n3)n3ccnc1SCC(=O)Nc(c(Cl)ccc4C(F)(F)F)c4,,,,,,,MMV008294, INACTIVE
MMV000304, INACTIVE,0.024255995,0.97509838,0.000645625,0.096413188,0.903492332,9.46E-05,0.247250557,0.750752151,0.00199734,0.267600626,0.723584116,0.008815273,0.23783344,0.495848149,0.26631844,0.20399873,0.563956797,0.232044518,0.303011268,0.376583666,0.320405126,0.320540339,0.352742881,0.32671681,2.56E-27,1, 2.06583668496e-318, CCOc1ccc(Nc2c3ccccc3nc4ccccc24)cc1,,,,,,,MMV008416, INACTIVE
MMV007978, INACTIVE,0.045638519,0.954120103,0.000241378,0.094936475,0.904974461,8.91E-05,0.308083713,0.689369738,0.002546568,0.521969855,0.459572524,0.01845766,0.23904939,0.493354321,0.267596334,0.217183679,0.541895568,0.240920737,0.306595713,0.370409817,0.3229945,0.327616125,0.344229817,0.328154087,8.52E-11,1,6.85E-299, CCOc1ccc(CCNC(=O)c2cccs2)cc1OCC,,,,,,,MMV008455, ACTIVE
MMV666105, INACTIVE,0.086333663,0.912732156,0.000934181,0.093917072,0.905731916,0.000351041,0.180199325,0.816716373,0.00308435,0.005929947,0.993879914,0.00019021,0.271064371,0.443362117,0.285573542,0.23130092,0.51875627,0.249942809,0.312428415,0.363665879,0.323905706,0.339836985,0.329808772,0.330354273,3.55E-11,1,1.43E-276, COCCN(C(C(=O)NCc1ccc(OC)cc1)c2ccc(cc2)C(C)C)C(=O)Cc3cccs3,,,,,,,MMV008474, INACTIVE
MMV000704, INACTIVE,0.011769883,0.987186244,0.001043873,0.093218714,0.906615734,0.000165549,0.231629193,0.764777482,0.003593338,0.003852526,0.995918572,0.00022895,0.239282757,0.493499905,0.267217398,0.224722832,0.529584765,0.245692328,0.302698493,0.37888217,0.318419367,0.324543864,0.34784925,0.327606857,3.46E-23,1,2.97E-284, c1(Nc(cc2)ccc2N(CC3)CCN3C)c4c(ccc(OC)c4)ncc1C(OCC)=O,,,,,,,MMV008829, INACTIVE
MMV666693, INACTIVE,0.007572907,0.991979733,0.00044736,0.090395957,0.909550011,5.40E-05,0.254220933,0.744249225,0.00152986,0.057342969,0.940556288,0.002100757,0.244125947,0.484714121,0.271159887,0.212829009,0.549161613,0.238009408,0.302131355,0.372301131,0.325567514,0.32183525,0.348127544,0.330037206,1.66E-19,1,6.94E-297, COc1cccc(C=CC2=NC(=O)c3ccccc3O2)c1OC,,,,,,,MMV008956, INACTIVE
MMV019762, INACTIVE,0.031133344,0.968617007,0.000249649,0.089857966,0.910091996,5.00E-05,0.215408102,0.783466041,0.001125765,0.004121763,0.995663345,0.000214917,0.236351699,0.497876227,0.265772134,0.212530509,0.549669325,0.237800196,0.314012796,0.366339117,0.319648087,0.323353618,0.347840875,0.328805506,5.47E-17,1,4.97E-304, COc1cccc(c1)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3,,,,,,,MMV009015, INACTIVE
MMV001038, INACTIVE,0.012609808,0.987025107,0.000365085,0.087695993,0.912263334,4.06E-05,0.250158668,0.74838388,0.001457431,0.094468005,0.902522564,0.003009397,0.239130825,0.493463904,0.267405212,0.197331294,0.575248539,0.227420136,0.301526546,0.371635884,0.326837599,0.310554236,0.365360618,0.324085146,7.42E-28,1,1.00E-303, n1c(NCCO)c2c(cccc2)nc1Nc(ccc(C)c3C)c3,,,,,,,MMV009060, INACTIVE
MMV665929, INACTIVE,0.028636468,0.970957522,0.00040601,0.087307252,0.912598491,9.44E-05,0.305394679,0.691550493,0.003054756,0.141457215,0.854004264,0.004538585,0.254774302,0.466200054,0.279025584,0.196741208,0.576273739,0.226985052,0.299809396,0.375852615,0.324337959,0.31077221,0.363315374,0.325912476,1.12E-26,1, 8.59674223764e-322, CCCCNCC(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2,,,,,,,MMV009063, INACTIVE
MMV665876, INACTIVE,0.043088811,0.956598915,0.000312274,0.08566992,0.9142313,9.88E-05,0.321260154,0.675978184,0.002761625,0.402882159,0.584704757,0.012413057,0.254226625,0.465892404,0.279881001,0.203369245,0.564875066,0.231755674,0.301047206,0.375335395,0.323617369,0.314914852,0.356437981,0.328647137,9.70E-14,1,5.59E-297, CCC(c1ccccc1)c2nn3c(nnc3s2)c4cccs4,,,,,,,MMV009085, INACTIVE
MMV000619, INACTIVE,0.016552542,0.98200248,0.001444977,0.085489407,0.914310932,0.000199624,0.236604452,0.759581625,0.003813927,0.257481039,0.732635856,0.009883139,0.229197174,0.510285318,0.260517448,0.219242588,0.538469255,0.242288232,0.298558712,0.37686941,0.324571967,0.311398327,0.361336976,0.327264696,2.54E-28,1,1.87E-302, CCCCC(O)(C(CN1CCOCC1)c2ccc(Cl)cc2)c3ccc(Cl)cc3,,,,,,,MMV009108, INACTIVE
MMV665924, INACTIVE,0.061469485,0.937694627,0.000835888,0.08481542,0.915025592,0.000158949,0.395822555,0.598253191,0.005924231,0.314917326,0.675307155,0.009775558,0.268410116,0.44788748,0.283702433,0.211948186,0.550639629,0.237412229,0.299323678,0.372064412,0.32861191,0.330805451,0.339063615,0.330130965,6.35E-17,1, 1.95124406287e-310, COc1ccc(cc1)C(=O)C2CC2c3ccc(Cl)cc3,,,,,,,MMV009127, INACTIVE
MMV019124, INACTIVE,0.025450688,0.974279633,0.00026968,0.082840361,0.917103112,5.65E-05,0.213092014,0.78560847,0.001299502,0.002440627,0.997401714,0.00015762,0.236351699,0.497876227,0.265772134,0.206567258,0.559616268,0.233816415,0.314801306,0.364864141,0.320334613,0.316509277,0.355438143,0.32805258,1.00E-21,1,5.26E-303, COc1cc(OC)cc(c1)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3,,,,,,,MMV011099, INACTIVE
MMV665923, INACTIVE,0.017493022,0.978431924,0.004075054,0.080824032,0.918968558,0.000207359,0.342040241,0.65111959,0.006840139,0.032523595,0.966380715,0.001095632,0.241327763,0.489256442,0.269415796,0.194991842,0.579285502,0.2257227,0.306956321,0.368525416,0.324518204,0.319078565,0.351493448,0.329427928,2.97E-21,1,1.20E-303, FC(F)(F)c1cccc(c1)N2N=Nc3ccccc3C2=N,,,,,,,MMV011256, INACTIVE
HTS08683, INACTIVE,0.005586841,0.993665189,0.00074797,0.079792894,0.920150578,5.65E-05,0.239297077,0.758800745,0.001902161,0.15890494,0.836392939,0.00470212,0.238070667,0.494741082,0.267188281,0.203417078,0.56486094,0.231721982,0.305075496,0.364713907,0.330210537,0.325900406,0.344724596,0.329375058,5.11E-08,0.999999949,2.78E-274, Cc1c(c2nnc(n2C2CC2)SCC(=O)c2ccc(cc2)C#N)snn1,,,,,,,MMV011259, INACTIVE
MMV007020, INACTIVE,0.018296992,0.981453254,0.000249754,0.078417696,0.921542406,3.99E-05,0.216151863,0.782672226,0.001175901,0.226851523,0.766180158,0.006968287,0.240832582,0.490554363,0.26861307,0.209876344,0.554114044,0.236009583,0.303094,0.377788723,0.319117308,0.326398671,0.345174998,0.328426301,1.21E-24,1,2.41E-302, CCOc1ccc2nc(C)cc(Nc3ccc(cc3)N(C)C)c2c1,,,,,,,MMV011436, INACTIVE
MMV006522, INACTIVE,0.014338193,0.985182867,0.00047894,0.076960512,0.922975421,6.40E-05,0.23139672,0.767047644,0.001555626,0.191019803,0.803292274,0.005687887,0.237434313,0.496540636,0.266025037,0.209905669,0.55406177,0.236032665,0.306506187,0.374243349,0.319250464,0.33235684,0.339991868,0.327651203,1.50E-22,1,2.15E-306, CCOc1ccc2nc(C)cc(Nc3ccc(Br)cc3)c2c1,,,,,,,MMV011438, INACTIVE
MMV008160, INACTIVE,0.018656891,0.980431286,0.000911823,0.076581679,0.923301339,0.000117053,0.24242875,0.75514859,0.002422718,0.002308773,0.997534275,0.000156957,0.238842919,0.49405098,0.267106146,0.205372751,0.561623454,0.233003855,0.30027166,0.379072934,0.320655376,0.339518666,0.331355214,0.32912606,5.65E-23,1,1.88E-278, CN1C=C(C(c2ccccc12)c3c[nH]c4ccccc34)c5ccc6ccccc6n5,,,,,,,MMV011522, INACTIVE
MMV665909, INACTIVE,0.02851803,0.970959609,0.000522362,0.070394173,0.929535508,7.03E-05,0.270800889,0.727052569,0.00214657,0.013412393,0.98612833,0.000459234,0.231954783,0.505548477,0.262496769,0.214606628,0.546206713,0.239186689,0.300924003,0.374334574,0.324741453,0.334251761,0.336155087,0.329593092,1.33E-15,1,9.01E-298, Brc1ccccc1C(=O)Nc2nc(cs2)c3ccccn3,,,,,,,MMV011567, ACTIVE
MMV000986, INACTIVE,0.005472427,0.994125757,0.000401816,0.069091365,0.930882454,2.62E-05,0.230471238,0.768259406,0.001269406,0.009479941,0.990085244,0.000434788,0.238554433,0.494492143,0.266953468,0.195906013,0.577676654,0.226417318,0.305101007,0.369326264,0.325572759,0.31089884,0.363090336,0.326010853,3.00E-28,1,9.31E-302, c1(N(CC2)CCN2C)c3c(nc(Nc(ccc4O)cc4)n1)cccc3,,,,,,,MMV011576, INACTIVE
MMV665898, INACTIVE,0.039960727,0.959669745,0.000369528,0.069071457,0.930854559,7.40E-05,0.2034159,0.794808984,0.001775092,0.00092739,0.999017239,5.54E-05,0.239415616,0.492145151,0.268439263,0.208294481,0.556738794,0.234966725,0.315610409,0.363078743,0.321310908,0.32790938,0.339950621,0.332140058,1.47E-22,1,4.60E-303, COc1cc(cc(OC)c1OC)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3,,,,,,,MMV011795, INACTIVE
MMV666604, INACTIVE,0.019321915,0.978812612,0.001865473,0.067551196,0.932204306,0.000244436,0.204982445,0.791061163,0.00395646,0.001310213,0.998601377,8.85E-05,0.266612142,0.450960875,0.282426953,0.206340387,0.560072899,0.233586743,0.302593708,0.37329185,0.324114472,0.327558517,0.342518479,0.329922974,2.16E-12,1,1.03E-262, CCOC(=O)C1=C(C)N=C2SC(=Cc3ccccc3O)C(=O)N2C1c4ccc(OC)c5ccccc45,,,,,,,MMV011832, INACTIVE
